Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Bwd Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Fwd Packets/s,Bwd Packets/s,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
31.13.86.2-10.0.0.22-443-62800-6,31.13.86.2,443,10.0.0.22,62800,6,9382245.0,30,30,5184,3160,1070,66,167.2258064516129,212.68704860701155,534,67,105.33333333333333,88.31539614021045,3.197528949627728,3.197528949627728,0.0007813694909906958,9.688512717372015e-05,10332.868942731278,71319.1355704128,1355493.0,0.0,7821233.0,269697.6896551724,366523.62456903333,1241154.0,0.0,9187220.0,316800.6896551724,445143.12530763657,1509948.0,24.0,0,11,0,0,4621,2710,54,1464,688.8668866886688,672.0243276988127,451616.6970190412,0,0,0,30,58,0,0,0,1.0,688.8668866886688,172.8,105.33333333333333,2421.5,13.5,1114.671708122189,0,0,0,7.5,0.0,4.285714285714286,451.42857142857144,278,454,31,52,0,0,0,0,0,0,0,0
